date,state,sex,ethnicity,age,population
1/1/2023,W.P. Kuala Lumpur,male,bumi_malay,55-59,13.7
1/1/2023,W.P. Kuala Lumpur,male,bumi_malay,60-64,12.8
1/1/2023,W.P. Kuala Lumpur,male,bumi_malay,65-69,10
1/1/2023,W.P. Kuala Lumpur,male,bumi_malay,70-74,10.3
1/1/2023,W.P. Kuala Lumpur,male,bumi_malay,75-79,6.5
1/1/2023,W.P. Kuala Lumpur,male,bumi_malay,80-84,3.1
1/1/2023,W.P. Kuala Lumpur,male,bumi_malay,85+,3.2
1/1/2023,W.P. Kuala Lumpur,female,bumi_malay,15-19,30.9
1/1/2023,W.P. Kuala Lumpur,female,bumi_malay,20-24,25.3
1/1/2023,W.P. Kuala Lumpur,female,bumi_malay,25-29,30.5
1/1/2023,W.P. Kuala Lumpur,female,bumi_malay,30-34,47.4
1/1/2023,W.P. Kuala Lumpur,female,bumi_malay,35-39,46.6
1/1/2023,W.P. Kuala Lumpur,female,bumi_malay,40-44,40.4
1/1/2023,W.P. Kuala Lumpur,female,bumi_malay,45-49,27.8
1/1/2023,W.P. Kuala Lumpur,female,bumi_malay,50-54,19
1/1/2023,W.P. Kuala Lumpur,female,bumi_malay,55-59,14
1/1/2023,W.P. Kuala Lumpur,female,bumi_malay,60-64,13.3
1/1/2023,W.P. Kuala Lumpur,female,bumi_malay,65-69,10.3
1/1/2023,W.P. Kuala Lumpur,female,bumi_malay,70-74,10.8
1/1/2023,W.P. Kuala Lumpur,female,bumi_malay,75-79,7
1/1/2023,W.P. Kuala Lumpur,female,bumi_malay,80-84,3.3
1/1/2023,W.P. Kuala Lumpur,female,bumi_malay,85+,2
1/1/2023,W.P. Labuan,male,bumi_malay,15-19,1.5
1/1/2023,W.P. Labuan,male,bumi_malay,20-24,1.3
1/1/2023,W.P. Labuan,male,bumi_malay,25-29,1.3
1/1/2023,W.P. Labuan,male,bumi_malay,30-34,1.7
1/1/2023,W.P. Labuan,male,bumi_malay,35-39,2
1/1/2023,W.P. Labuan,male,bumi_malay,40-44,1.7
1/1/2023,W.P. Labuan,male,bumi_malay,45-49,0.9
1/1/2023,W.P. Labuan,male,bumi_malay,50-54,0.6
1/1/2023,W.P. Labuan,male,bumi_malay,55-59,0.6
1/1/2023,W.P. Labuan,male,bumi_malay,60-64,0.5
1/1/2023,W.P. Labuan,male,bumi_malay,65-69,0.3
1/1/2023,W.P. Labuan,male,bumi_malay,70-74,0.2
1/1/2023,W.P. Labuan,male,bumi_malay,75-79,0.1
1/1/2023,W.P. Labuan,male,bumi_malay,80-84,0
1/1/2023,W.P. Labuan,male,bumi_malay,85+,0.1
1/1/2023,W.P. Labuan,female,bumi_malay,15-19,1.3
1/1/2023,W.P. Labuan,female,bumi_malay,20-24,1.6
1/1/2023,W.P. Labuan,female,bumi_malay,25-29,1.3
1/1/2023,W.P. Labuan,female,bumi_malay,30-34,1.5
1/1/2023,W.P. Labuan,female,bumi_malay,35-39,1.6
1/1/2023,W.P. Labuan,female,bumi_malay,40-44,1.1
1/1/2023,W.P. Labuan,female,bumi_malay,45-49,0.9
1/1/2023,W.P. Labuan,female,bumi_malay,50-54,0.7
1/1/2023,W.P. Labuan,female,bumi_malay,55-59,0.6
1/1/2023,W.P. Labuan,female,bumi_malay,60-64,0.4
1/1/2023,W.P. Labuan,female,bumi_malay,65-69,0.2
1/1/2023,W.P. Labuan,female,bumi_malay,70-74,0.2
1/1/2023,W.P. Labuan,female,bumi_malay,75-79,0
1/1/2023,W.P. Labuan,female,bumi_malay,80-84,0
1/1/2023,W.P. Labuan,female,bumi_malay,85+,0.1
1/1/2023,W.P. Putrajaya,male,bumi_malay,15-19,4.4
1/1/2023,W.P. Putrajaya,male,bumi_malay,20-24,2.2
1/1/2023,W.P. Putrajaya,male,bumi_malay,25-29,2
1/1/2023,W.P. Putrajaya,male,bumi_malay,30-34,2.9
1/1/2023,W.P. Putrajaya,male,bumi_malay,35-39,6.2
1/1/2023,W.P. Putrajaya,male,bumi_malay,40-44,6.7
1/1/2023,W.P. Putrajaya,male,bumi_malay,45-49,3.2
1/1/2023,W.P. Putrajaya,male,bumi_malay,50-54,1.7
1/1/2023,W.P. Putrajaya,male,bumi_malay,55-59,1.3
1/1/2023,W.P. Putrajaya,male,bumi_malay,60-64,0.8
1/1/2023,W.P. Putrajaya,male,bumi_malay,65-69,0.5
1/1/2023,W.P. Putrajaya,male,bumi_malay,70-74,0.2
1/1/2023,W.P. Putrajaya,male,bumi_malay,75-79,0.1
1/1/2023,W.P. Putrajaya,male,bumi_malay,80-84,0
1/1/2023,W.P. Putrajaya,male,bumi_malay,85+,0
1/1/2023,W.P. Putrajaya,female,bumi_malay,15-19,4.1
1/1/2023,W.P. Putrajaya,female,bumi_malay,20-24,2.1
1/1/2023,W.P. Putrajaya,female,bumi_malay,25-29,2.6
1/1/2023,W.P. Putrajaya,female,bumi_malay,30-34,3.9
1/1/2023,W.P. Putrajaya,female,bumi_malay,35-39,8.4
1/1/2023,W.P. Putrajaya,female,bumi_malay,40-44,7.5
1/1/2023,W.P. Putrajaya,female,bumi_malay,45-49,3.1
1/1/2023,W.P. Putrajaya,female,bumi_malay,50-54,1.7
1/1/2023,W.P. Putrajaya,female,bumi_malay,55-59,1.3
1/1/2023,W.P. Putrajaya,female,bumi_malay,60-64,0.9
1/1/2023,W.P. Putrajaya,female,bumi_malay,65-69,0.5
1/1/2023,W.P. Putrajaya,female,bumi_malay,70-74,0.3
1/1/2023,W.P. Putrajaya,female,bumi_malay,75-79,0.2
1/1/2023,W.P. Putrajaya,female,bumi_malay,80-84,0.1
1/1/2023,W.P. Putrajaya,female,bumi_malay,85+,0
